"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Sun Nov 05 17:57:23 GMT 2023","Sun Nov 05 17:57:44 GMT 2023","21409","","test.MercedesTest","","test.MercedesTest","testMercedes","testMercedes()",""
